city,sqft,bedrooms,bathrooms,lot_size_acres,year_built,age_years,school_rating,distance_from_center_miles,property_tax_rate,price,price_per_sqft,zip_code,metro,listing_date
Houston,1914,3,3.0,0.693,2014,10,8.5,20.5,0.023,339274,177.26,77079,Houston-The Woodlands-Sugar Land,2023-01-20
Fort Worth,2069,3,2.0,0.265,1991,33,6.9,10.6,0.0219,304971,147.4,76132,Dallas-Fort Worth-Arlington,2023-12-28
Dallas,1679,3,3.0,0.556,1993,31,7.9,37.1,0.0226,354146,210.93,75230,Dallas-Fort Worth-Arlington,2024-01-06
Austin,3316,3,2.0,0.269,1964,60,8.1,15.6,0.0213,941159,283.82,78750,Austin-Round Rock-Georgetown,2023-03-19
Fort Worth,3219,3,2.5,0.32,1971,53,5.1,13.2,0.0211,556772,172.96,76107,Dallas-Fort Worth-Arlington,2023-01-21
Dallas,1791,3,2.5,0.727,2014,10,7.3,23.1,0.0215,336788,188.04,75204,Dallas-Fort Worth-Arlington,2023-03-02
Dallas,3550,4,4.0,0.087,1993,31,6.7,13.1,0.021,760100,214.11,75254,Dallas-Fort Worth-Arlington,2023-08-12
Fort Worth,916,4,2.5,0.104,2008,16,8.8,14.9,0.0216,170403,186.03,76109,Dallas-Fort Worth-Arlington,2023-03-14
Austin,1854,2,1.0,0.282,2023,1,9.4,33.0,0.0217,590247,318.36,78703,Austin-Round Rock-Georgetown,2024-01-20
Houston,2663,2,1.5,0.078,2002,22,7.2,10.2,0.0214,409751,153.87,77007,Houston-The Woodlands-Sugar Land,2023-02-12
Dallas,1431,4,3.0,0.201,2009,15,6.1,28.2,0.0219,296052,206.88,75254,Dallas-Fort Worth-Arlington,2024-03-07
Houston,1466,3,2.5,0.419,1964,60,5.8,16.7,0.022,213981,145.96,77002,Houston-The Woodlands-Sugar Land,2024-04-23
Dallas,1314,3,2.5,0.112,1994,30,7.1,16.1,0.0231,241132,183.51,75201,Dallas-Fort Worth-Arlington,2024-01-28
Houston,1767,3,2.0,0.321,1982,42,6.6,22.6,0.0243,302722,171.32,77056,Houston-The Woodlands-Sugar Land,2024-05-31
Austin,1159,4,2.5,0.136,1980,44,8.5,5.9,0.023,404777,349.25,78701,Austin-Round Rock-Georgetown,2024-05-28
Houston,1619,3,2.5,0.194,1983,41,6.2,11.3,0.0238,284028,175.43,77007,Houston-The Woodlands-Sugar Land,2023-01-26
Houston,2082,3,2.5,0.231,2017,7,5.5,15.9,0.0227,341577,164.06,77079,Houston-The Woodlands-Sugar Land,2023-07-07
Austin,1905,3,2.0,0.268,1964,60,8.1,50.2,0.0211,524598,275.38,78703,Austin-Round Rock-Georgetown,2024-02-20
Austin,4439,3,2.5,0.1,1984,40,9.9,7.8,0.0219,1405119,316.54,78748,Austin-Round Rock-Georgetown,2023-07-05
Fort Worth,1870,4,2.5,0.198,1998,26,5.5,37.4,0.0213,328819,175.84,76107,Dallas-Fort Worth-Arlington,2024-02-08
Houston,2702,3,3.0,0.355,2006,18,6.7,18.7,0.0229,392615,145.31,77002,Houston-The Woodlands-Sugar Land,2024-02-28
Houston,2224,3,2.5,0.257,1985,39,8.1,14.6,0.0245,397616,178.78,77007,Houston-The Woodlands-Sugar Land,2024-06-29
Austin,1670,2,1.5,0.212,2015,9,7.2,25.5,0.0208,430510,257.79,78748,Austin-Round Rock-Georgetown,2023-06-30
Houston,2252,3,2.5,0.423,2008,16,6.9,23.4,0.0232,318588,141.47,77002,Houston-The Woodlands-Sugar Land,2023-07-10
Houston,2361,3,2.5,0.337,1963,61,6.6,36.9,0.0227,363148,153.81,77024,Houston-The Woodlands-Sugar Land,2023-01-14
Dallas,1821,4,3.0,0.484,1993,31,9.6,27.9,0.0235,343762,188.78,75205,Dallas-Fort Worth-Arlington,2023-06-06
Houston,1370,2,1.0,0.208,2000,24,4.8,39.1,0.0252,200945,146.68,77019,Houston-The Woodlands-Sugar Land,2023-06-03
Fort Worth,2742,3,2.0,0.244,1999,25,9.5,16.8,0.0213,548134,199.9,76132,Dallas-Fort Worth-Arlington,2023-09-05
Fort Worth,2815,3,2.0,0.173,2016,8,7.1,34.7,0.021,520605,184.94,76109,Dallas-Fort Worth-Arlington,2023-08-19
Austin,1958,4,4.0,0.17,1984,40,8.8,11.8,0.0197,678930,346.75,78745,Austin-Round Rock-Georgetown,2024-04-13
Austin,1759,2,2.0,0.052,1984,40,7.7,15.8,0.0216,483901,275.1,78703,Austin-Round Rock-Georgetown,2024-02-28
Austin,1851,4,3.0,0.186,2008,16,7.0,16.0,0.0218,604158,326.4,78703,Austin-Round Rock-Georgetown,2024-02-03
Dallas,4134,3,2.5,0.152,1969,55,6.7,11.1,0.0227,736395,178.13,75230,Dallas-Fort Worth-Arlington,2023-01-03
Austin,1602,3,2.5,0.063,1981,43,7.5,21.7,0.0217,536993,335.2,78701,Austin-Round Rock-Georgetown,2023-09-15
San Antonio,2442,2,1.5,0.221,1974,50,6.6,15.9,0.024,314810,128.91,78205,San Antonio-New Braunfels,2024-02-04
San Antonio,1605,3,3.0,0.322,1964,60,7.0,14.6,0.0231,204654,127.51,78230,San Antonio-New Braunfels,2023-05-14
San Antonio,2047,4,3.5,0.257,1974,50,5.8,8.0,0.0238,306953,149.95,78230,San Antonio-New Braunfels,2023-08-21
Dallas,1577,3,2.5,0.263,1986,38,7.2,19.5,0.0222,309695,196.38,75201,Dallas-Fort Worth-Arlington,2024-02-02
Fort Worth,2249,4,4.0,0.143,1960,64,6.8,29.2,0.02,352167,156.59,76132,Dallas-Fort Worth-Arlington,2024-03-10
Austin,2502,4,4.0,0.191,1966,58,7.6,12.3,0.0218,756300,302.28,78704,Austin-Round Rock-Georgetown,2024-04-12
Houston,1506,3,2.0,0.119,1968,56,7.7,17.9,0.0226,241755,160.53,77007,Houston-The Woodlands-Sugar Land,2023-08-24
Houston,2020,2,2.0,0.101,2020,4,6.4,22.7,0.0218,271427,134.37,77056,Houston-The Woodlands-Sugar Land,2023-08-07
Fort Worth,2091,5,4.5,0.418,1981,43,6.2,35.5,0.0218,418287,200.04,76132,Dallas-Fort Worth-Arlington,2023-07-29
Dallas,1877,5,5.0,0.091,1962,62,7.0,21.6,0.0202,414821,221.0,75205,Dallas-Fort Worth-Arlington,2024-01-01
San Antonio,1392,4,2.5,0.366,1984,40,7.8,20.1,0.0234,207275,148.9,78205,San Antonio-New Braunfels,2023-08-18
Austin,4431,3,2.5,0.309,2003,21,9.0,17.9,0.0222,1187025,267.89,78703,Austin-Round Rock-Georgetown,2023-08-07
Fort Worth,3189,3,2.0,0.069,1966,58,7.3,15.1,0.0224,550426,172.6,76109,Dallas-Fort Worth-Arlington,2023-04-03
Dallas,2232,3,2.5,0.162,1977,47,7.8,29.5,0.0222,375349,168.17,75201,Dallas-Fort Worth-Arlington,2023-09-19
Dallas,2065,4,2.5,0.05,1999,25,7.3,28.7,0.0218,394883,191.23,75205,Dallas-Fort Worth-Arlington,2023-05-10
Fort Worth,1827,5,5.0,0.477,1974,50,6.9,12.5,0.0229,337515,184.74,76102,Dallas-Fort Worth-Arlington,2023-10-15
Houston,1777,5,3.0,0.155,1975,49,4.2,16.4,0.0235,314837,177.17,77002,Houston-The Woodlands-Sugar Land,2024-05-01
Houston,4157,5,3.5,0.137,2017,7,8.7,18.3,0.0223,791650,190.44,77019,Houston-The Woodlands-Sugar Land,2024-02-29
Dallas,1373,3,2.5,0.279,1960,64,6.7,9.6,0.0204,262467,191.16,75230,Dallas-Fort Worth-Arlington,2023-09-19
Austin,1941,4,2.5,0.227,1987,37,9.8,9.5,0.0216,721872,371.91,78750,Austin-Round Rock-Georgetown,2024-06-18
Houston,1663,4,3.5,0.107,2008,16,7.0,22.3,0.0236,267377,160.78,77002,Houston-The Woodlands-Sugar Land,2024-06-20
Houston,2106,3,2.5,0.291,1983,41,8.3,12.2,0.0235,339134,161.03,77007,Houston-The Woodlands-Sugar Land,2023-09-01
Austin,2068,5,5.0,0.146,2006,18,9.0,16.2,0.0219,819402,396.23,78703,Austin-Round Rock-Georgetown,2024-02-22
Fort Worth,2235,4,4.0,0.246,2020,4,9.1,21.5,0.0218,470643,210.58,76109,Dallas-Fort Worth-Arlington,2023-07-07
Dallas,1873,3,2.5,0.133,1979,45,7.0,12.1,0.0221,375078,200.26,75254,Dallas-Fort Worth-Arlington,2024-04-25
Houston,1970,5,4.0,0.251,1988,36,5.6,32.4,0.0216,377931,191.84,77056,Houston-The Woodlands-Sugar Land,2023-07-24
Houston,2064,2,2.0,0.183,1961,63,6.1,15.2,0.0229,284582,137.88,77024,Houston-The Woodlands-Sugar Land,2023-05-22
Houston,1203,3,3.0,0.151,1970,54,5.4,32.3,0.0217,183495,152.53,77002,Houston-The Woodlands-Sugar Land,2023-03-15
Dallas,1678,4,3.0,0.124,2005,19,7.2,20.2,0.0212,345793,206.07,75201,Dallas-Fort Worth-Arlington,2024-04-05
Fort Worth,2584,3,3.0,0.132,1968,56,5.7,22.8,0.0213,388452,150.33,76102,Dallas-Fort Worth-Arlington,2023-06-12
Fort Worth,2945,3,2.0,0.097,2006,18,7.7,17.3,0.0233,545470,185.22,76109,Dallas-Fort Worth-Arlington,2024-03-20
Houston,2297,3,3.0,0.109,2021,3,8.4,27.2,0.0222,421145,183.35,77007,Houston-The Woodlands-Sugar Land,2023-02-17
Houston,4113,4,4.0,0.181,1971,53,6.9,10.4,0.023,734405,178.56,77007,Houston-The Woodlands-Sugar Land,2023-10-01
Houston,3602,4,4.0,0.507,2001,23,6.5,20.2,0.0222,601308,166.94,77056,Houston-The Woodlands-Sugar Land,2023-08-23
Dallas,1156,2,1.0,0.193,1975,49,6.3,14.2,0.0215,192344,166.39,75230,Dallas-Fort Worth-Arlington,2023-08-29
Dallas,1706,4,4.0,0.342,1960,64,7.4,13.3,0.0219,301220,176.57,75205,Dallas-Fort Worth-Arlington,2023-04-02
Dallas,1918,3,2.5,0.115,1966,58,6.7,29.6,0.0231,319735,166.7,75254,Dallas-Fort Worth-Arlington,2023-02-10
Dallas,1712,3,2.0,0.196,2005,19,7.3,23.5,0.0214,359920,210.23,75230,Dallas-Fort Worth-Arlington,2023-07-09
Houston,2098,3,3.0,0.49,1979,45,6.3,35.4,0.0224,308079,146.84,77056,Houston-The Woodlands-Sugar Land,2023-09-15
Houston,2559,3,2.0,0.289,1965,59,5.8,21.2,0.0225,392952,153.56,77079,Houston-The Woodlands-Sugar Land,2024-03-10
Houston,3699,3,2.5,0.237,1994,30,6.8,20.3,0.0221,611247,165.25,77007,Houston-The Woodlands-Sugar Land,2023-09-10
Austin,1742,3,3.0,0.191,1998,26,7.8,27.4,0.0197,590048,338.72,78748,Austin-Round Rock-Georgetown,2023-05-15
Austin,1459,3,2.0,0.103,1986,38,9.7,35.4,0.0213,444770,304.85,78750,Austin-Round Rock-Georgetown,2023-05-24
San Antonio,1983,3,3.0,0.293,1998,26,5.6,4.9,0.0221,337667,170.28,78258,San Antonio-New Braunfels,2023-12-01
Houston,1724,3,2.0,0.232,1998,26,6.9,9.3,0.0223,299457,173.7,77024,Houston-The Woodlands-Sugar Land,2023-08-27
Houston,2138,4,2.5,0.872,2000,24,6.3,49.1,0.0231,393907,184.24,77056,Houston-The Woodlands-Sugar Land,2024-05-07
Dallas,1384,3,2.5,0.196,2001,23,8.7,21.8,0.0232,261550,188.98,75254,Dallas-Fort Worth-Arlington,2023-08-29
San Antonio,1523,4,3.5,0.209,2000,24,5.3,29.1,0.0221,251531,165.15,78250,San Antonio-New Braunfels,2023-11-07
Houston,2108,4,4.0,0.143,1970,54,7.2,57.7,0.0233,370088,175.56,77079,Houston-The Woodlands-Sugar Land,2023-02-04
San Antonio,2400,4,3.0,0.325,2009,15,7.4,8.1,0.0227,386349,160.98,78250,San Antonio-New Braunfels,2023-04-17
Fort Worth,1760,4,3.5,0.101,1981,43,8.0,9.8,0.0199,369469,209.93,76107,Dallas-Fort Worth-Arlington,2024-04-10
Dallas,2097,4,3.5,0.078,1993,31,5.8,15.7,0.0207,437874,208.81,75230,Dallas-Fort Worth-Arlington,2023-07-08
Dallas,1740,4,3.5,0.227,1968,56,7.8,15.2,0.0222,371313,213.4,75205,Dallas-Fort Worth-Arlington,2023-08-19
Austin,916,4,2.5,0.252,1977,47,6.6,12.0,0.0204,306135,334.21,78748,Austin-Round Rock-Georgetown,2023-11-19
Fort Worth,1298,3,2.5,0.16,1995,29,5.9,31.5,0.0227,227944,175.61,76132,Dallas-Fort Worth-Arlington,2023-02-01
Houston,2708,4,4.0,0.159,1977,47,7.0,16.9,0.0226,503161,185.81,77079,Houston-The Woodlands-Sugar Land,2023-10-05
Fort Worth,2824,4,4.0,0.153,1974,50,4.8,28.6,0.021,488170,172.86,76109,Dallas-Fort Worth-Arlington,2023-07-09
Dallas,1176,3,2.5,0.139,2007,17,6.7,18.8,0.0232,238860,203.11,75205,Dallas-Fort Worth-Arlington,2023-03-23
Austin,1167,3,3.0,0.17,1992,32,8.1,15.5,0.0208,366083,313.7,78702,Austin-Round Rock-Georgetown,2023-08-17
Austin,2710,4,3.0,0.173,2002,22,6.7,5.9,0.0212,1015393,374.68,78745,Austin-Round Rock-Georgetown,2023-09-02
San Antonio,1927,4,3.0,0.304,1974,50,6.6,11.5,0.0227,299275,155.31,78216,San Antonio-New Braunfels,2023-04-12
Dallas,1455,3,2.5,0.157,1974,50,6.2,16.5,0.0229,242792,166.87,75225,Dallas-Fort Worth-Arlington,2023-10-25
Austin,2260,3,3.0,0.128,2001,23,7.4,30.0,0.0201,710309,314.3,78745,Austin-Round Rock-Georgetown,2024-02-13
San Antonio,3277,3,2.0,0.108,2020,4,5.6,17.3,0.0227,414114,126.37,78250,San Antonio-New Braunfels,2023-05-27
San Antonio,1500,4,4.0,0.77,1965,59,5.4,9.8,0.0214,245654,163.77,78205,San Antonio-New Braunfels,2024-06-12
Dallas,1975,3,2.5,0.112,1969,55,7.6,60.0,0.0226,336648,170.45,75205,Dallas-Fort Worth-Arlington,2023-12-02
Dallas,1638,4,3.5,0.271,1996,28,6.6,33.0,0.022,350750,214.13,75230,Dallas-Fort Worth-Arlington,2024-02-27
Austin,2076,4,3.0,0.101,1968,56,7.9,21.3,0.021,684244,329.6,78748,Austin-Round Rock-Georgetown,2023-02-08
San Antonio,1409,3,2.5,0.114,1960,64,6.2,25.5,0.0212,172699,122.57,78250,San Antonio-New Braunfels,2024-02-24
Houston,2056,3,2.5,0.315,1981,43,7.1,16.4,0.0232,319992,155.64,77056,Houston-The Woodlands-Sugar Land,2023-07-04
Fort Worth,1778,3,3.0,0.401,1960,64,7.1,34.5,0.0224,297528,167.34,76132,Dallas-Fort Worth-Arlington,2024-01-24
Houston,1739,4,3.5,0.199,1966,58,7.0,51.9,0.0235,261179,150.19,77079,Houston-The Woodlands-Sugar Land,2024-03-15
Dallas,1298,3,2.5,0.158,2005,19,7.9,16.4,0.0227,225285,173.56,75225,Dallas-Fort Worth-Arlington,2023-05-17
Houston,3398,4,4.0,0.199,1978,46,6.7,19.5,0.0233,618530,182.03,77007,Houston-The Woodlands-Sugar Land,2023-05-22
Austin,2610,4,4.0,0.503,1970,54,8.2,24.0,0.0219,836022,320.31,78704,Austin-Round Rock-Georgetown,2023-02-02
San Antonio,2058,3,2.5,0.3,1968,56,7.5,15.8,0.0196,335510,163.03,78230,San Antonio-New Braunfels,2023-11-28
Dallas,1829,5,4.5,0.147,1974,50,6.5,12.5,0.0213,425101,232.42,75201,Dallas-Fort Worth-Arlington,2024-02-28
Dallas,3677,4,2.5,0.144,2022,2,7.3,22.3,0.0213,734372,199.72,75230,Dallas-Fort Worth-Arlington,2023-08-13
Fort Worth,2558,3,3.0,0.114,2016,8,6.6,9.7,0.0219,478967,187.24,76109,Dallas-Fort Worth-Arlington,2023-03-30
Fort Worth,1825,3,2.5,0.273,1971,53,5.6,17.6,0.0222,340934,186.81,76132,Dallas-Fort Worth-Arlington,2023-06-23
San Antonio,1797,4,2.5,0.208,1971,53,7.9,29.2,0.0239,274401,152.7,78205,San Antonio-New Braunfels,2023-08-09
Houston,4263,4,2.5,0.371,2014,10,8.4,18.7,0.0238,856383,200.89,77079,Houston-The Woodlands-Sugar Land,2024-05-16
Dallas,1443,3,2.0,0.162,1967,57,6.2,16.1,0.0249,295831,205.01,75205,Dallas-Fort Worth-Arlington,2023-03-09
Fort Worth,1285,4,3.5,0.191,2021,3,7.2,23.0,0.0205,230423,179.32,76109,Dallas-Fort Worth-Arlington,2023-07-07
Houston,2211,3,2.0,0.145,1978,46,6.7,34.3,0.0229,375849,169.99,77024,Houston-The Woodlands-Sugar Land,2023-12-16
Austin,1542,4,4.0,0.256,1995,29,7.2,36.7,0.0198,562923,365.06,78745,Austin-Round Rock-Georgetown,2023-05-10
San Antonio,2003,2,2.0,0.391,1964,60,5.6,21.6,0.0244,234157,116.9,78258,San Antonio-New Braunfels,2024-04-28
Dallas,3776,3,2.5,0.105,1980,44,6.9,6.8,0.0216,713872,189.06,75204,Dallas-Fort Worth-Arlington,2024-05-12
Dallas,1448,4,3.0,0.123,1992,32,6.8,21.5,0.0221,276500,190.95,75230,Dallas-Fort Worth-Arlington,2023-07-27
Fort Worth,2056,3,2.5,0.197,1975,49,7.7,26.6,0.0216,372023,180.95,76132,Dallas-Fort Worth-Arlington,2024-02-13
Dallas,1490,4,2.5,0.442,1969,55,7.4,15.7,0.0235,292519,196.32,75204,Dallas-Fort Worth-Arlington,2024-02-18
Houston,4105,2,2.0,0.212,1983,41,6.5,14.7,0.0256,625157,152.29,77007,Houston-The Woodlands-Sugar Land,2024-01-08
Houston,2413,4,4.0,0.208,1991,33,6.1,36.7,0.0213,372741,154.47,77019,Houston-The Woodlands-Sugar Land,2023-04-13
Houston,1949,4,2.5,0.3,2018,6,6.8,42.1,0.0214,343885,176.44,77056,Houston-The Woodlands-Sugar Land,2023-01-28
Austin,1789,3,2.0,0.183,2011,13,8.0,8.5,0.0202,542074,303.0,78750,Austin-Round Rock-Georgetown,2023-07-09
San Antonio,2027,4,4.0,0.075,2010,14,6.1,26.7,0.0232,313917,154.87,78250,San Antonio-New Braunfels,2023-03-13
San Antonio,2097,3,3.0,0.809,1998,26,6.7,58.4,0.0218,253978,121.11,78250,San Antonio-New Braunfels,2023-06-09
Houston,1697,3,2.5,0.198,1973,51,5.8,14.0,0.0241,284487,167.64,77019,Houston-The Woodlands-Sugar Land,2023-12-16
Houston,1815,3,2.0,0.657,1990,34,7.6,22.7,0.0249,338925,186.74,77024,Houston-The Woodlands-Sugar Land,2023-11-19
Fort Worth,1958,2,2.0,0.197,2004,20,5.2,9.5,0.0201,341470,174.4,76102,Dallas-Fort Worth-Arlington,2023-04-25
Austin,1189,3,3.0,0.51,2006,18,7.7,6.4,0.0228,438560,368.85,78704,Austin-Round Rock-Georgetown,2023-01-10
Dallas,1523,3,2.0,0.167,2013,11,7.3,15.1,0.0202,282515,185.5,75204,Dallas-Fort Worth-Arlington,2023-05-04
Dallas,2469,3,2.0,0.103,1995,29,6.5,36.4,0.0209,465427,188.51,75201,Dallas-Fort Worth-Arlington,2023-09-06
San Antonio,1977,4,3.5,0.189,2012,12,6.5,12.3,0.0228,330247,167.04,78250,San Antonio-New Braunfels,2024-03-02
Austin,3646,2,2.0,0.362,2015,9,7.9,38.3,0.023,974471,267.27,78748,Austin-Round Rock-Georgetown,2023-07-19
Dallas,2483,3,3.0,0.27,2000,24,8.5,28.2,0.0221,595272,239.74,75225,Dallas-Fort Worth-Arlington,2023-06-06
Houston,1882,3,2.5,0.567,2004,20,6.7,23.8,0.0225,295233,156.87,77002,Houston-The Woodlands-Sugar Land,2023-10-29
Dallas,1579,4,2.5,0.234,1984,40,7.6,14.5,0.0205,282775,179.08,75201,Dallas-Fort Worth-Arlington,2023-02-09
Austin,4710,4,3.0,0.12,1981,43,8.1,9.3,0.0202,1507269,320.01,78701,Austin-Round Rock-Georgetown,2023-05-04
Dallas,2977,3,2.5,0.149,2013,11,8.1,13.5,0.0221,623106,209.31,75230,Dallas-Fort Worth-Arlington,2023-01-20
Dallas,2248,3,3.0,0.129,2019,5,5.8,8.2,0.0219,476790,212.1,75204,Dallas-Fort Worth-Arlington,2023-10-15
Houston,1387,4,3.0,0.078,2011,13,6.5,50.1,0.0236,193273,139.35,77007,Houston-The Woodlands-Sugar Land,2023-08-31
Austin,2314,3,2.5,0.119,2012,12,8.0,10.7,0.0215,710885,307.21,78750,Austin-Round Rock-Georgetown,2023-11-15
Houston,1963,5,3.0,0.26,1969,55,4.9,36.1,0.0228,324421,165.27,77079,Houston-The Woodlands-Sugar Land,2023-12-04
Houston,2641,4,3.0,0.196,2012,12,8.0,23.4,0.0235,488799,185.08,77056,Houston-The Woodlands-Sugar Land,2023-08-05
Austin,2756,4,2.5,0.123,1969,55,8.0,9.6,0.0204,741485,269.04,78703,Austin-Round Rock-Georgetown,2024-04-20
Fort Worth,1243,5,3.0,0.733,1970,54,7.5,19.5,0.0203,244293,196.53,76109,Dallas-Fort Worth-Arlington,2024-05-17
Houston,3704,3,3.0,0.117,2021,3,5.7,14.4,0.0243,692513,186.96,77007,Houston-The Woodlands-Sugar Land,2023-03-02
San Antonio,2068,3,3.0,0.13,1966,58,6.6,20.2,0.0216,276454,133.68,78258,San Antonio-New Braunfels,2024-05-18
Fort Worth,1598,3,3.0,0.547,1992,32,9.3,21.2,0.0215,287233,179.75,76102,Dallas-Fort Worth-Arlington,2023-04-18
Austin,1900,3,3.0,0.231,1976,48,7.6,12.7,0.0213,578673,304.56,78748,Austin-Round Rock-Georgetown,2023-05-16
Dallas,1751,4,4.0,0.463,1982,42,7.4,24.4,0.0227,349630,199.67,75225,Dallas-Fort Worth-Arlington,2023-10-17
Fort Worth,1504,4,3.5,0.356,1993,31,6.3,27.1,0.0194,270069,179.57,76132,Dallas-Fort Worth-Arlington,2023-01-17
Dallas,2838,4,4.0,0.121,1995,29,3.6,10.9,0.0231,538993,189.92,75205,Dallas-Fort Worth-Arlington,2023-07-19
Houston,1826,4,4.0,0.478,1973,51,7.5,11.5,0.0224,331776,181.7,77002,Houston-The Woodlands-Sugar Land,2023-04-17
Houston,1466,5,3.0,0.33,1970,54,7.5,34.1,0.0214,257720,175.8,77056,Houston-The Woodlands-Sugar Land,2023-09-21
Austin,1752,4,3.5,0.121,1960,64,4.5,25.0,0.0218,452759,258.42,78745,Austin-Round Rock-Georgetown,2024-03-21
Dallas,2305,2,2.0,0.114,2017,7,7.8,12.1,0.0209,474324,205.78,75205,Dallas-Fort Worth-Arlington,2024-05-20
Fort Worth,1876,4,4.0,0.157,1987,37,6.4,23.3,0.0203,359666,191.72,76107,Dallas-Fort Worth-Arlington,2023-04-27
Fort Worth,1578,4,4.0,0.3,2020,4,5.1,19.0,0.0206,300786,190.61,76107,Dallas-Fort Worth-Arlington,2023-10-26
Austin,948,3,2.0,0.225,2022,2,7.7,8.9,0.0204,307351,324.21,78704,Austin-Round Rock-Georgetown,2023-09-17
San Antonio,1758,3,2.0,0.242,1960,64,4.8,13.4,0.0227,224108,127.48,78205,San Antonio-New Braunfels,2023-08-16
Houston,1815,4,4.0,0.255,2021,3,8.2,30.0,0.0241,322533,177.7,77007,Houston-The Woodlands-Sugar Land,2023-12-13
Fort Worth,1860,3,3.0,0.376,1996,28,7.2,31.0,0.0212,350849,188.63,76107,Dallas-Fort Worth-Arlington,2024-06-25
Austin,2576,3,2.5,0.276,2008,16,7.0,15.5,0.0218,714230,277.26,78701,Austin-Round Rock-Georgetown,2023-08-10
Fort Worth,2282,3,2.0,0.24,2018,6,6.1,20.8,0.0219,365716,160.26,76132,Dallas-Fort Worth-Arlington,2023-02-05
San Antonio,2312,3,2.0,0.219,1991,33,5.1,9.8,0.0236,308390,133.39,78205,San Antonio-New Braunfels,2024-05-16
Austin,1262,2,2.0,0.266,1970,54,9.2,16.1,0.0239,317410,251.51,78702,Austin-Round Rock-Georgetown,2024-05-24
Austin,1486,4,3.5,0.529,2006,18,9.6,9.4,0.0208,510355,343.44,78702,Austin-Round Rock-Georgetown,2023-06-26
San Antonio,1541,2,1.5,0.219,1970,54,7.4,7.0,0.0226,187975,121.98,78258,San Antonio-New Braunfels,2023-10-02
Austin,1739,3,2.0,0.206,2003,21,8.4,12.5,0.0219,509320,292.88,78704,Austin-Round Rock-Georgetown,2024-04-16
Dallas,2453,4,4.0,0.112,1973,51,6.9,45.9,0.0219,434767,177.24,75204,Dallas-Fort Worth-Arlington,2023-10-03
Fort Worth,2608,2,1.0,0.163,2002,22,8.5,14.9,0.0232,392851,150.63,76107,Dallas-Fort Worth-Arlington,2023-09-21
Dallas,1831,4,3.5,0.703,2009,15,6.9,20.5,0.0239,345114,188.48,75201,Dallas-Fort Worth-Arlington,2024-05-19
Houston,1284,4,3.0,0.089,1964,60,7.5,28.6,0.025,231616,180.39,77007,Houston-The Woodlands-Sugar Land,2024-03-29
Houston,2342,3,2.0,0.178,2007,17,5.4,16.5,0.023,368864,157.5,77007,Houston-The Woodlands-Sugar Land,2023-10-05
Austin,1001,3,2.5,0.25,1984,40,10.0,15.4,0.0206,277287,277.01,78748,Austin-Round Rock-Georgetown,2023-03-30
Fort Worth,2433,3,2.0,0.541,1971,53,5.1,26.4,0.0231,418549,172.03,76102,Dallas-Fort Worth-Arlington,2023-08-28
Houston,1119,3,2.5,0.32,1981,43,7.3,5.7,0.0227,196862,175.93,77019,Houston-The Woodlands-Sugar Land,2024-01-06
Houston,2195,4,2.5,0.188,1985,39,5.5,21.8,0.0231,371999,169.48,77056,Houston-The Woodlands-Sugar Land,2023-05-30
Houston,2588,4,2.5,0.187,1983,41,5.1,27.9,0.0231,424683,164.1,77079,Houston-The Woodlands-Sugar Land,2023-10-21
Fort Worth,1354,3,2.0,0.197,1963,61,5.9,34.3,0.0207,250514,185.02,76109,Dallas-Fort Worth-Arlington,2023-12-27
Austin,1580,3,3.0,0.465,2001,23,7.2,14.1,0.0223,530137,335.53,78702,Austin-Round Rock-Georgetown,2023-02-16
Fort Worth,2754,4,3.5,0.495,2008,16,6.2,26.6,0.0216,528142,191.77,76107,Dallas-Fort Worth-Arlington,2023-11-08
San Antonio,2000,4,2.5,0.255,1982,42,6.4,35.1,0.0235,290188,145.09,78205,San Antonio-New Braunfels,2024-02-08
San Antonio,1550,3,2.0,0.128,1999,25,6.6,19.2,0.0222,200343,129.25,78230,San Antonio-New Braunfels,2023-04-28
Fort Worth,1564,3,2.5,0.519,1996,28,7.0,15.4,0.0219,293578,187.71,76107,Dallas-Fort Worth-Arlington,2023-10-27
San Antonio,1758,4,3.0,0.473,1983,41,6.5,15.6,0.0218,243360,138.43,78230,San Antonio-New Braunfels,2024-01-24
Fort Worth,1200,3,2.0,0.131,1986,38,5.1,12.7,0.0214,191413,159.51,76109,Dallas-Fort Worth-Arlington,2023-01-25
Austin,1827,3,2.5,0.6,2007,17,6.2,9.1,0.0222,550429,301.27,78750,Austin-Round Rock-Georgetown,2023-12-19
San Antonio,2524,4,2.5,0.437,1996,28,7.8,13.0,0.0224,389620,154.37,78209,San Antonio-New Braunfels,2023-05-23
Dallas,1273,5,4.0,0.146,1970,54,8.8,13.1,0.0202,316068,248.29,75254,Dallas-Fort Worth-Arlington,2023-08-06
Dallas,1362,3,3.0,0.227,1969,55,8.2,24.1,0.0225,247332,181.59,75205,Dallas-Fort Worth-Arlington,2023-12-21
Fort Worth,2162,5,4.5,0.101,2014,10,6.6,10.3,0.0211,460402,212.95,76109,Dallas-Fort Worth-Arlington,2023-01-03
Fort Worth,1689,4,3.0,0.177,1987,37,6.8,36.8,0.0227,273701,162.05,76109,Dallas-Fort Worth-Arlington,2023-01-10
San Antonio,1589,4,3.0,0.125,1994,30,7.4,10.2,0.0238,263537,165.85,78250,San Antonio-New Braunfels,2023-09-02
